studentID,t_info,t_grade,t_atd,t_csp
11941,-1,151,2,-1
11942,-1,107,2,-1
11943,-1,151,6,-1
11944,-1,156,16,-1
11945,-1,38,4,-1
11946,-1,148,2,-1
11947,-1,150,27,-1
11948,-1,151,16,-1
11949,-1,149,2,-1
11950,-1,151,11,-1
11951,-1,151,1,-1
11952,-1,150,3,-1
11953,-1,151,5,-1
11954,-1,150,8,-1
11955,-1,151,3,-1
11956,-1,151,28,-1
11957,-1,151,5,-1
11958,-1,150,4,-1
11959,-1,157,1,-1
11960,-1,151,-1,-1
11961,-1,151,21,-1
11962,-1,151,37,-1
11963,-1,151,35,-1
11964,-1,150,11,-1
11965,-1,151,4,-1
11966,-1,150,3,-1
11967,-1,151,24,-1
11968,-1,151,4,-1
11969,-1,151,8,-1
11970,-1,151,26,-1
11971,-1,151,3,-1
11972,-1,151,3,-1
11973,-1,149,22,-1
11974,-1,151,2,-1
11975,-1,151,2,-1
11976,-1,151,3,-1
11977,-1,151,4,-1
11978,-1,151,23,-1
11979,-1,151,36,-1
11980,-1,150,7,-1
11981,-1,151,11,-1
11982,-1,151,28,-1
11983,-1,151,10,-1
11984,-1,150,30,-1
11985,-1,150,40,-1
11986,-1,151,2,-1
11987,-1,151,3,-1
11988,-1,150,8,-1
11989,-1,150,2,-1
11990,-1,150,33,-1
11991,-1,150,-1,-1
11992,-1,150,4,-1
11993,-1,151,27,-1
11994,-1,151,3,-1
11995,-1,150,23,-1
11996,-1,150,2,-1
11997,-1,151,2,-1
11998,-1,151,27,-1
11999,-1,151,1,-1
12000,-1,151,22,-1
12001,-1,150,19,-1
12002,-1,151,23,-1
12004,-1,150,1,-1
12005,-1,151,9,-1
12006,-1,151,3,-1
12007,-1,151,32,-1
12008,-1,150,5,-1
12009,-1,150,6,-1
12010,-1,151,25,-1
12011,-1,151,25,-1
12012,-1,151,31,-1
12013,-1,151,17,-1
12015,-1,151,51,-1
12016,-1,150,29,-1
12017,-1,150,10,-1
12018,-1,151,4,-1
12019,-1,151,-1,-1
12020,-1,150,-1,-1
12021,-1,150,-1,-1
12022,-1,149,26,-1
12023,-1,150,36,-1
12024,-1,150,26,-1
12025,-1,151,18,-1
12026,-1,151,17,-1
12027,-1,151,3,-1
12028,-1,150,12,-1
12029,-1,151,28,-1
12030,-1,151,1,-1
12031,-1,147,6,-1
12032,-1,151,15,-1
12033,-1,150,30,-1
12034,-1,151,30,-1
12035,-1,151,24,-1
12036,-1,151,17,-1
12037,-1,150,23,-1
12038,-1,150,6,-1
12039,-1,155,31,-1
12040,-1,157,42,-1
12041,-1,46,7,-1
12042,-1,152,4,-1
12043,-1,155,24,-1
12044,-1,152,45,-1
12045,-1,146,57,-1
12046,-1,146,39,-1
12047,-1,158,25,-1
12048,-1,158,-1,-1
12049,-1,156,1,-1
12050,-1,157,13,-1
12051,-1,152,48,-1
12052,-1,157,41,-1
12053,-1,38,10,-1
12054,-1,157,29,-1
12055,-1,152,38,-1
12056,-1,157,32,-1
12057,-1,151,23,-1
12058,-1,156,5,-1
12059,-1,157,29,-1
12060,-1,145,1,-1
12061,-1,157,8,-1
12062,-1,157,8,-1
12063,-1,151,27,-1
12064,-1,157,25,-1
12065,-1,152,19,-1
12066,-1,150,47,-1
12067,-1,154,34,-1
12068,-1,157,33,-1
12069,-1,150,43,-1
12070,-1,157,8,-1
12071,-1,150,27,-1
12072,-1,157,58,-1
12073,-1,152,27,-1
12074,-1,157,26,-1
12075,-1,158,26,-1
12076,-1,157,41,-1
12077,-1,156,29,-1
12078,-1,157,26,-1
12079,-1,149,4,-1
12080,-1,157,5,-1
12081,-1,43,-1,-1
12082,-1,155,27,-1
12083,-1,150,35,-1
12084,-1,150,3,-1
12085,-1,152,27,-1
12086,-1,154,33,-1
12087,-1,46,2,-1
12088,-1,150,22,-1
12089,-1,43,-1,-1
12090,-1,97,3,-1
12091,-1,152,-1,-1
12092,-1,152,32,-1
12093,-1,152,1,-1
12094,-1,152,4,-1
12095,-1,155,33,-1
12096,-1,152,33,-1
12097,-1,157,21,-1
12098,-1,152,-1,-1
12099,-1,157,19,-1
12100,-1,155,-1,-1
12101,-1,152,52,-1
12102,-1,156,4,-1
12103,-1,157,5,-1
12104,-1,148,44,-1
12105,-1,157,20,-1
12106,-1,157,25,-1
12107,-1,152,1,-1
12108,-1,101,-1,-1
12109,-1,152,12,-1
12110,-1,150,30,-1
12111,-1,150,10,-1
12112,-1,157,10,-1
12113,-1,152,23,-1
12114,-1,157,3,-1
12115,-1,152,47,-1
12116,-1,150,7,-1
12117,-1,150,2,-1
12118,-1,157,26,-1
12119,-1,157,30,-1
12120,-1,157,37,-1
12121,-1,152,9,-1
12122,-1,152,29,-1
12123,-1,152,13,-1
12124,-1,150,44,-1
12125,-1,152,10,-1
12126,-1,157,9,-1
12127,-1,150,7,-1
12128,-1,150,20,-1
12129,-1,151,17,-1
12130,-1,152,41,-1
12131,-1,155,1,-1
12132,-1,158,1,-1
12133,-1,158,28,-1
12134,-1,149,32,-1
12135,-1,151,-1,-1
12136,-1,152,29,-1
12137,-1,152,30,-1
12138,-1,150,4,-1
12139,-1,157,3,-1
12140,-1,157,22,-1
12141,-1,152,30,-1
12142,-1,158,13,-1
12143,-1,157,4,-1
12144,-1,157,8,-1
12145,-1,152,-1,-1
12146,-1,156,22,-1
12148,-1,157,1,-1
12149,-1,156,2,-1
12150,-1,155,8,-1
12151,-1,157,22,-1
12152,-1,157,1,-1
12153,-1,157,2,-1
12154,-1,157,4,-1
12155,-1,156,12,-1
12157,-1,151,1,-1
12158,-1,155,3,-1
12159,-1,156,36,-1
12160,-1,151,15,-1
12161,-1,150,1,-1
12162,-1,157,1,-1
12163,-1,157,13,-1
12164,-1,151,6,-1
12165,-1,150,1,-1
12166,-1,156,1,-1
12167,-1,150,-1,-1
12168,-1,151,10,-1
12169,-1,156,1,-1
12170,-1,156,2,-1
12171,-1,156,2,-1
12172,-1,156,27,-1
12173,-1,151,4,-1
12174,-1,151,10,-1
12175,-1,150,1,-1
12176,-1,157,3,-1
12177,-1,156,8,-1
12178,-1,157,5,-1
12179,-1,151,8,-1
12180,-1,155,-1,-1
12181,-1,151,7,-1
12182,-1,149,23,-1
12183,-1,156,1,-1
12184,-1,150,2,-1
12185,-1,156,1,-1
12186,-1,157,-1,-1
12187,-1,101,-1,-1
12188,-1,155,46,-1
12189,-1,157,16,-1
12190,-1,157,8,-1
12191,-1,151,-1,-1
12192,-1,150,11,-1
12193,-1,156,14,-1
12194,-1,156,1,-1
12195,-1,157,6,-1
12196,-1,157,3,-1
12197,-1,151,3,-1
12198,-1,151,-1,-1
12199,-1,157,9,-1
12200,-1,156,11,-1
12201,-1,151,3,-1
12202,-1,151,-1,-1
12203,-1,151,-1,-1
12204,-1,150,5,-1
12205,-1,157,-1,-1
12206,-1,150,4,-1
12207,-1,148,2,-1
12208,-1,151,7,-1
12209,-1,156,-1,-1
12210,-1,156,-1,-1
12211,-1,157,3,-1
12212,-1,151,12,-1
12213,-1,151,-1,-1
12214,-1,151,-1,-1
12215,-1,151,1,-1
12216,-1,151,2,-1
12217,-1,151,1,-1
12218,-1,155,15,-1
12219,-1,151,3,-1
12220,-1,156,27,-1
12221,-1,151,3,-1
12222,-1,156,25,-1
12223,-1,151,6,-1
12224,-1,151,30,-1
12225,-1,101,27,-1
12226,-1,150,4,-1
12227,-1,151,1,-1
12228,-1,38,14,-1
12229,-1,151,7,-1
12230,-1,155,43,-1
12231,-1,156,3,-1
12232,-1,147,28,-1
12233,-1,151,3,-1
12234,-1,156,5,-1
12235,-1,150,5,-1
12236,-1,150,3,-1
12237,-1,151,3,-1
12238,-1,156,5,-1
12239,-1,157,4,-1
12240,-1,150,18,-1
12241,-1,155,-1,-1
12242,-1,151,22,-1
12243,-1,150,12,-1
12244,-1,151,3,-1
12245,-1,147,6,-1
12246,-1,151,3,-1
12247,-1,151,7,-1
12248,-1,150,9,-1
12249,-1,155,42,-1
12250,-1,157,15,-1
12251,-1,156,27,-1
12252,-1,151,30,-1
12253,-1,151,21,-1
12254,-1,156,42,-1
12255,-1,101,2,-1
12256,-1,151,17,-1
12257,-1,151,28,-1
12258,-1,150,30,-1
12259,-1,156,-1,-1
12260,-1,151,25,-1
12261,-1,150,28,-1
12262,-1,151,16,-1
12263,-1,156,18,-1
12264,-1,150,21,-1
12265,-1,156,2,-1
12266,-1,156,-1,-1
12268,-1,157,2,-1
12269,-1,151,26,-1
12270,-1,151,19,-1
12271,-1,156,34,-1
12272,-1,151,26,-1
12273,-1,157,3,-1
12274,-1,150,2,-1
12275,-1,157,31,-1
12276,-1,150,1,-1
12277,-1,151,6,-1
12278,-1,154,13,-1
12279,-1,151,23,-1
12280,-1,151,23,-1
12281,-1,156,18,-1
12282,-1,147,1,-1
12283,-1,151,30,-1
12284,-1,151,29,-1
12285,-1,151,-1,-1
12286,-1,150,32,-1
12287,-1,150,35,-1
12288,-1,149,21,-1
12289,-1,151,25,-1
12290,-1,157,-1,-1
12291,-1,151,30,-1
12292,-1,151,-1,-1
12293,-1,151,4,-1
12294,-1,151,23,-1
12295,-1,38,-1,-1
12296,-1,151,2,-1
12297,-1,151,11,-1
12298,-1,151,3,-1
12300,-1,-1,16,-1
12301,-1,-1,16,-1
12302,-1,-1,6,-1
12303,-1,-1,1,-1
12304,-1,-1,9,-1
12305,-1,-1,5,-1
12306,-1,-1,26,-1
12307,-1,-1,12,-1
12308,-1,-1,5,-1
12309,-1,-1,11,-1
12310,-1,-1,12,-1
12311,-1,-1,11,-1
12312,-1,-1,21,-1
12313,-1,-1,5,-1
12314,-1,-1,15,-1
12315,-1,-1,5,-1
12316,-1,-1,22,-1
12317,-1,-1,5,-1
12318,-1,-1,23,-1
12319,-1,-1,6,-1
12320,-1,-1,15,-1
12321,-1,-1,12,-1
12322,-1,-1,20,-1
12323,-1,-1,21,-1
12324,-1,-1,24,-1
12325,-1,-1,2,-1
12326,-1,-1,2,-1
12327,-1,-1,4,-1
12328,-1,-1,2,-1
12329,-1,-1,3,-1
12330,-1,-1,1,-1
12332,-1,-1,16,-1
12333,-1,-1,11,-1
12334,-1,-1,14,-1
12335,-1,-1,11,-1
12336,-1,-1,25,-1
12337,-1,-1,1,-1
12338,-1,-1,30,-1
12339,-1,-1,4,-1
12340,-1,-1,18,-1
12341,-1,-1,3,-1
12342,-1,-1,35,-1
12343,-1,-1,22,-1
12344,-1,-1,21,-1
12345,-1,-1,4,-1
12346,-1,-1,20,-1
12347,-1,-1,12,-1
12348,-1,-1,14,-1
12349,-1,-1,18,-1
12350,-1,-1,2,-1
12351,-1,152,18,-1
12352,-1,38,1,-1
12353,-1,152,-1,-1
12354,-1,38,16,-1
12355,-1,150,4,-1
12356,-1,150,4,-1
12357,-1,106,7,-1
12358,-1,152,3,-1
12359,-1,150,25,-1
12360,-1,150,8,-1
12361,-1,150,10,-1
12362,-1,151,4,-1
12363,-1,150,19,-1
12364,-1,150,2,-1
12365,-1,151,27,-1
12366,-1,148,17,-1
12367,-1,149,6,-1
12368,-1,151,26,-1
12369,-1,150,20,-1
12370,-1,151,2,-1
12371,-1,97,-1,-1
12372,-1,157,27,-1
12373,-1,157,32,-1
12374,-1,151,14,-1
12375,-1,150,28,-1
12376,-1,152,13,-1
12377,-1,151,25,-1
12422,-1,-1,34,-1
12423,-1,-1,4,-1
12424,-1,-1,9,-1
12425,-1,-1,6,-1
12426,-1,-1,22,-1
12427,-1,-1,7,-1
12428,-1,-1,20,-1
12429,-1,44,-1,-1
12430,-1,192,3,-1
12431,-1,224,-1,-1
12432,-1,192,-1,-1
12433,-1,192,1,-1
12434,-1,192,1,-1
12435,-1,192,-1,-1
12436,-1,193,-1,-1
12437,-1,192,-1,-1
12438,-1,192,-1,-1
12439,-1,192,3,-1
12440,-1,192,-1,-1
12441,-1,192,1,-1
12442,-1,192,-1,-1
12443,-1,192,-1,-1
12444,-1,191,2,-1
12445,-1,191,1,-1
12446,-1,187,5,-1
12447,-1,193,-1,-1
12448,-1,192,-1,-1
12449,-1,191,-1,-1
12450,-1,193,1,-1
12451,-1,192,1,-1
12452,-1,188,2,-1
12453,-1,190,-1,-1
12454,-1,193,-1,-1
12455,-1,192,-1,-1
12456,-1,192,-1,-1
12457,-1,192,-1,-1
12458,-1,193,3,-1
12459,-1,192,1,-1
12460,-1,192,-1,-1
12461,-1,192,-1,-1
12462,-1,192,1,-1
12463,-1,191,1,-1
12464,-1,192,-1,-1
12465,-1,192,1,-1
12466,-1,192,-1,-1
12467,-1,193,2,-1
12468,-1,189,-1,-1
12469,-1,192,3,-1
12470,-1,267,16,-1
12471,-1,192,2,-1
12472,-1,23,-1,-1
12473,-1,192,7,-1
12474,-1,192,1,-1
12475,-1,192,3,-1
12476,-1,192,1,-1
12477,-1,192,1,-1
12478,-1,184,4,-1
12479,-1,192,2,-1
12480,-1,189,-1,-1
12481,-1,192,-1,-1
12482,-1,191,1,-1
12483,-1,192,-1,-1
12484,-1,191,2,-1
12485,-1,191,1,-1
12486,-1,189,-1,-1
12487,-1,192,4,-1
12488,-1,191,2,-1
12489,-1,191,3,-1
12490,-1,191,2,-1
12491,-1,191,2,-1
12492,-1,191,3,-1
12493,-1,191,-1,-1
12494,-1,192,1,-1
12495,-1,191,3,-1
12496,-1,191,3,-1
12497,-1,191,1,-1
12498,-1,191,1,-1
12499,-1,191,1,-1
12500,-1,191,1,-1
12501,-1,190,3,-1
12502,-1,191,2,-1
12503,-1,191,2,-1
12504,-1,190,-1,-1
12505,-1,191,1,-1
12506,-1,190,3,-1
12507,-1,191,2,-1
12508,-1,191,12,-1
12509,-1,191,3,-1
12510,-1,191,4,-1
12511,-1,191,-1,-1
12512,-1,192,2,-1
12513,-1,191,2,-1
12514,-1,191,2,-1
12515,-1,192,2,-1
12516,-1,191,5,-1
12517,-1,191,1,-1
12518,-1,191,2,-1
12519,-1,191,3,-1
12520,-1,191,5,-1
12521,-1,191,1,-1
12522,-1,191,1,-1
12523,-1,191,1,-1
12524,-1,191,7,-1
12525,-1,191,5,-1
12526,-1,191,4,-1
12527,-1,191,3,-1
12528,-1,191,1,-1
12529,-1,191,2,-1
12530,-1,191,2,-1
12531,-1,187,1,-1
12532,-1,188,3,-1
12533,-1,191,3,-1
12534,-1,190,-1,-1
12535,-1,192,4,-1
12536,-1,165,5,-1
12537,-1,165,1,-1
12538,-1,166,2,-1
12539,-1,165,-1,-1
12540,-1,165,2,-1
12541,-1,166,1,-1
12542,-1,165,2,-1
12543,-1,54,3,-1
12544,-1,165,-1,-1
12545,-1,165,-1,-1
12546,-1,166,1,-1
12547,-1,165,5,-1
12548,-1,165,16,-1
12549,-1,166,-1,-1
12550,-1,164,1,-1
12551,-1,166,1,-1
12552,-1,165,1,-1
12553,-1,165,-1,-1
12554,-1,165,7,-1
12555,-1,165,1,-1
12556,-1,165,13,-1
12557,-1,164,3,-1
12558,-1,165,2,-1
12559,-1,165,1,-1
12560,-1,165,-1,-1
12561,-1,166,1,-1
12562,-1,166,-1,-1
12563,-1,166,3,-1
12564,-1,166,1,-1
12565,-1,165,3,-1
12566,-1,165,9,-1
12567,-1,166,3,-1
12568,-1,165,1,-1
12569,-1,166,-1,-1
12570,-1,166,1,-1
12571,-1,164,10,-1
12572,-1,166,1,-1
12573,-1,165,-1,-1
12574,-1,165,2,-1
12575,-1,165,2,-1
12576,-1,166,1,-1
12577,-1,162,30,-1
12578,-1,165,-1,-1
12579,-1,165,1,-1
12580,-1,165,-1,-1
12581,-1,164,1,-1
12582,-1,165,1,-1
12583,-1,165,8,-1
12584,-1,165,-1,-1
12585,-1,165,-1,-1
12586,-1,166,5,-1
12587,-1,166,1,-1
12588,-1,165,-1,-1
12589,-1,166,-1,-1
12590,-1,166,-1,-1
12591,-1,165,-1,-1
12592,-1,166,-1,-1
12593,-1,166,-1,-1
12594,-1,165,-1,-1
12595,-1,166,1,-1
12596,-1,164,-1,-1
12597,-1,166,1,-1
12598,-1,165,1,-1
12599,-1,166,2,-1
12600,-1,166,3,-1
12601,-1,166,3,-1
12602,-1,165,-1,-1
12603,-1,166,1,-1
12604,-1,165,2,-1
12605,-1,166,2,-1
12606,-1,165,-1,-1
12607,-1,58,2,-1
12608,-1,166,-1,-1
12609,-1,166,-1,-1
12610,-1,166,3,-1
12611,-1,166,10,-1
12612,-1,166,-1,-1
12613,-1,165,1,-1
12614,-1,166,1,-1
12615,-1,166,-1,-1
12616,-1,166,-1,-1
12617,-1,166,1,-1
12618,-1,164,1,-1
12619,-1,166,-1,-1
12620,-1,166,1,-1
12621,-1,166,1,-1
12622,-1,166,-1,-1
12623,-1,166,2,-1
12625,-1,166,2,-1
12626,-1,166,7,-1
12627,-1,166,1,-1
12628,-1,166,3,-1
12629,-1,164,7,-1
12630,-1,163,3,-1
12631,-1,165,6,-1
12632,-1,166,3,-1
12633,-1,165,1,-1
12634,-1,166,1,-1
12635,-1,165,1,-1
12636,-1,165,3,-1
12637,-1,165,4,-1
12638,-1,165,1,-1
12639,-1,166,4,-1
12640,-1,166,-1,-1
12641,-1,166,3,-1
12642,-1,166,-1,-1
12643,-1,166,1,-1
12645,-1,166,2,-1
12646,-1,165,2,-1
12647,-1,166,2,-1
12648,-1,165,1,-1
12649,-1,164,-1,-1
12650,-1,165,-1,-1
12651,-1,165,1,-1
12652,-1,165,1,-1
12653,-1,165,2,-1
12654,-1,67,3,-1
12655,-1,165,2,-1
12656,-1,166,3,-1
12657,-1,165,-1,-1
12658,-1,165,1,-1
12659,-1,165,1,-1
12660,-1,166,2,-1
12661,-1,165,1,-1
12662,-1,166,-1,-1
12663,-1,166,-1,-1
12664,-1,165,2,-1
12665,-1,166,2,-1
12666,-1,165,1,-1
12667,-1,165,2,-1
12668,-1,166,-1,-1
12669,-1,164,2,-1
12670,-1,165,1,-1
12671,-1,165,2,-1
12672,-1,165,1,-1
12673,-1,166,-1,-1
12674,-1,165,8,-1
12675,-1,166,-1,-1
12676,-1,163,-1,-1
12677,-1,164,-1,-1
12678,-1,164,2,-1
12679,-1,166,2,-1
12680,-1,165,1,-1
12681,-1,165,-1,-1
12682,-1,164,1,-1
12683,-1,166,1,-1
12684,-1,166,2,-1
12685,-1,166,1,-1
12686,-1,166,2,-1
12687,-1,166,1,-1
12688,-1,166,-1,-1
12689,-1,166,4,-1
12690,-1,166,2,-1
12691,-1,166,1,-1
12692,-1,166,2,-1
12693,-1,166,1,-1
12694,-1,166,-1,-1
12695,-1,166,-1,-1
12696,-1,166,1,-1
12697,-1,166,-1,-1
12698,-1,166,2,-1
12699,-1,166,-1,-1
12700,-1,166,-1,-1
12701,-1,166,-1,-1
12702,-1,166,1,-1
12703,-1,166,-1,-1
12704,-1,166,2,-1
12705,-1,165,2,-1
12706,-1,166,1,-1
12707,-1,165,-1,-1
12708,-1,166,2,-1
12709,-1,166,1,-1
12710,-1,166,-1,-1
12711,-1,166,-1,-1
12712,-1,166,1,-1
12713,-1,166,1,-1
12714,-1,166,-1,-1
12715,-1,166,-1,-1
12716,-1,166,2,-1
12717,-1,166,3,-1
12718,-1,59,-1,-1
12719,-1,166,3,-1
12720,-1,166,1,-1
12721,-1,166,-1,-1
12722,-1,166,1,-1
12723,-1,166,2,-1
12724,-1,165,4,-1
12725,-1,194,10,-1
12726,-1,166,1,-1
12727,-1,162,-1,-1
12728,-1,166,2,-1
12729,-1,166,1,-1
12730,-1,166,5,-1
12731,-1,166,1,-1
12732,-1,166,1,-1
12733,-1,166,-1,-1
12734,-1,70,6,-1
12735,-1,165,1,-1
12736,-1,166,2,-1
12737,-1,165,2,-1
12738,-1,165,5,-1
12739,-1,166,2,-1
12740,-1,165,-1,-1
12741,-1,166,4,-1
12742,-1,165,2,-1
12743,-1,166,2,-1
12744,-1,165,3,-1
12745,-1,165,-1,-1
12746,-1,164,6,-1
12747,-1,166,-1,-1
12748,-1,166,3,-1
12749,-1,165,-1,-1
12750,-1,165,1,-1
12751,-1,165,5,-1
12752,-1,166,2,-1
12753,-1,165,-1,-1
12754,-1,166,3,-1
12755,-1,166,1,-1
12756,-1,166,-1,-1
12757,-1,165,8,-1
12758,-1,165,8,-1
12759,-1,165,3,-1
12760,-1,164,12,-1
12761,-1,165,-1,-1
12762,-1,165,4,-1
12763,-1,166,-1,-1
12764,-1,166,-1,-1
12765,-1,70,1,-1
12766,-1,165,-1,-1
12767,-1,166,1,-1
12768,-1,166,1,-1
12769,-1,165,5,-1
12770,-1,165,-1,-1
12771,-1,165,1,-1
12772,-1,160,-1,-1
12773,-1,166,2,-1
12774,-1,165,2,-1
12775,-1,166,1,-1
12776,-1,165,6,-1
12777,-1,166,1,-1
12778,-1,166,1,-1
12779,-1,166,2,-1
12780,-1,166,1,-1
12781,-1,166,1,-1
12782,-1,165,-1,-1
12783,-1,166,-1,-1
12784,-1,166,-1,-1
12785,-1,165,-1,-1
12786,-1,165,-1,-1
12787,-1,166,3,-1
12788,-1,56,-1,-1
12789,-1,166,-1,-1
12790,-1,166,2,-1
12791,-1,166,1,-1
12792,-1,166,4,-1
12793,-1,165,1,-1
12794,-1,166,2,-1
12795,-1,165,3,-1
12796,-1,166,1,-1
12797,-1,166,2,-1
12798,-1,165,2,-1
12799,-1,166,-1,-1
12800,-1,166,2,-1
12801,-1,164,-1,-1
12802,-1,166,1,-1
12803,-1,165,2,-1
12804,-1,166,1,-1
12805,-1,165,12,-1
12806,-1,165,2,-1
12807,-1,165,-1,-1
12808,-1,165,4,-1
12809,-1,166,11,-1
12810,-1,165,4,-1
12811,-1,166,2,-1
12812,-1,166,1,-1
12813,-1,164,1,-1
12814,-1,165,-1,-1
12815,-1,165,11,-1
12816,-1,165,1,-1
12817,-1,166,2,-1
12818,-1,166,10,-1
12819,-1,165,1,-1
12820,-1,166,-1,-1
12821,-1,165,-1,-1
12822,-1,165,1,-1
12823,-1,165,1,-1
12824,-1,166,-1,-1
12825,-1,166,1,-1
12826,-1,166,1,-1
12827,-1,166,-1,-1
12828,-1,165,1,-1
12829,-1,164,8,-1
12830,-1,166,3,-1
12831,-1,166,2,-1
12832,-1,166,2,-1
12833,-1,165,2,-1
12834,-1,166,12,-1
12835,-1,166,-1,-1
12836,-1,166,2,-1
12837,-1,166,-1,-1
12838,-1,165,-1,-1
12839,-1,165,2,-1
12840,-1,165,3,-1
12841,-1,165,6,-1
12842,-1,68,-1,-1
12843,-1,166,1,-1
12844,-1,165,1,-1
12845,-1,164,-1,-1
12846,-1,165,-1,-1
12847,-1,166,-1,-1
12848,-1,164,1,-1
12849,-1,166,1,-1
12850,-1,165,-1,-1
12851,-1,166,1,-1
12852,-1,165,3,-1
12853,-1,166,3,-1
12854,-1,165,17,-1
12855,-1,165,1,-1
12856,-1,166,-1,-1
12857,-1,164,3,-1
12858,-1,165,-1,-1
12860,-1,165,-1,-1
12862,-1,160,2,-1
12863,-1,166,3,-1
12865,-1,160,-1,-1
12866,-1,166,1,-1
12867,-1,166,2,-1
12868,-1,164,1,-1
12869,-1,165,1,-1
12870,-1,165,2,-1
12871,-1,166,7,-1
12872,-1,165,2,-1
12873,-1,165,6,-1
12874,-1,164,-1,-1
12875,-1,165,-1,-1
12876,-1,166,-1,-1
12877,-1,166,1,-1
12878,-1,165,1,-1
12879,-1,166,1,-1
12880,-1,165,3,-1
12881,-1,165,2,-1
12882,-1,166,3,-1
12883,-1,165,1,-1
12884,-1,164,2,-1
12885,-1,166,3,-1
12886,-1,164,-1,-1
12887,-1,98,-1,-1
12888,-1,-1,1,-1
12889,-1,-1,6,-1
12891,-1,-1,4,-1
12892,-1,-1,1,-1
12894,-1,-1,10,-1
12895,-1,-1,3,-1
12896,-1,-1,2,-1
12899,-1,-1,4,-1
12902,-1,-1,16,-1
12903,-1,-1,4,-1
12904,-1,-1,1,-1
12906,-1,-1,2,-1
12908,-1,-1,12,-1
12909,-1,-1,1,-1
12910,-1,-1,6,-1
12911,-1,-1,2,-1
12912,-1,-1,3,-1
12913,-1,-1,4,-1
12922,-1,-1,2,-1
12925,-1,-1,1,-1
12928,-1,-1,1,-1
12932,-1,-1,8,-1
12933,-1,-1,32,-1
12935,-1,-1,2,-1
12936,-1,-1,15,-1
12937,-1,-1,3,-1
12938,-1,-1,3,-1
12939,-1,-1,7,-1
12940,-1,-1,1,-1
12941,-1,-1,3,-1
12942,-1,-1,16,-1
12943,-1,-1,5,-1
12944,-1,-1,4,-1
12945,-1,-1,1,-1
12946,-1,-1,5,-1
12947,-1,-1,2,-1
12949,-1,-1,5,-1
12950,-1,-1,1,-1
12951,-1,-1,2,-1
12952,-1,-1,3,-1
12953,-1,-1,2,-1
12954,-1,-1,3,-1
12955,-1,-1,1,-1
12956,-1,160,-1,-1
12957,-1,62,-1,-1
12959,-1,-1,1,-1
12960,-1,-1,1,-1
12961,-1,-1,1,-1
12962,-1,-1,1,-1
12963,-1,-1,9,-1
12964,-1,-1,8,-1
12965,-1,-1,2,-1
12966,-1,-1,17,-1
12967,-1,-1,19,-1
12968,-1,-1,4,-1
12969,-1,-1,2,-1
12970,-1,-1,3,-1
12971,-1,-1,20,-1
12972,-1,-1,3,-1
12973,-1,-1,21,-1
12974,-1,-1,5,-1
12975,-1,-1,5,-1
12976,-1,-1,6,-1
12977,-1,-1,10,-1
12978,-1,-1,10,-1
12979,-1,-1,1,-1
12980,-1,-1,2,-1
12981,-1,-1,6,-1
12982,-1,-1,11,-1
12983,-1,-1,6,-1
12984,-1,-1,4,-1
12985,-1,-1,1,-1
12986,-1,-1,7,-1
12987,-1,-1,9,-1
12988,-1,-1,3,-1
12989,-1,-1,5,-1
12990,-1,-1,32,-1
12991,-1,-1,14,-1
12992,-1,-1,25,-1
12993,-1,-1,9,-1
12994,-1,-1,11,-1
12995,-1,-1,2,-1
12996,-1,-1,2,-1
12997,-1,-1,6,-1
12998,-1,-1,11,-1
12999,-1,-1,1,-1
13000,-1,-1,6,-1
13001,-1,-1,1,-1
13002,-1,-1,10,-1
13003,-1,-1,9,-1
13004,-1,-1,2,-1
13005,-1,-1,1,-1
13006,-1,-1,10,-1
13007,-1,-1,5,-1
13008,-1,-1,3,-1
13009,-1,-1,3,-1
13010,-1,-1,9,-1
13012,1,-1,5,51
13013,-1,-1,8,-1
13014,-1,-1,2,-1
13015,-1,-1,24,-1
13016,-1,-1,8,-1
13017,-1,-1,4,-1
13018,-1,-1,4,-1
13019,-1,-1,5,-1
13020,-1,-1,5,-1
13021,-1,-1,4,-1
13023,-1,-1,29,-1
13024,-1,-1,18,-1
13484,-1,188,10,-1
13485,-1,187,7,-1
13486,-1,189,2,-1
13487,-1,187,7,-1
13488,-1,188,3,-1
13489,-1,189,7,-1
13490,-1,189,10,-1
13491,-1,190,5,-1
13492,-1,189,5,-1
13493,-1,189,1,-1
13494,-1,189,9,-1
13495,-1,188,12,-1
13496,-1,189,6,-1
13497,-1,189,15,-1
13498,-1,191,8,-1
13499,-1,187,10,-1
13500,-1,189,17,-1
13501,-1,188,2,-1
13502,-1,188,6,-1
13503,-1,187,4,-1
13504,-1,187,6,-1
13505,-1,188,9,-1
13506,-1,190,7,-1
13507,-1,188,4,-1
13508,-1,188,4,-1
13509,-1,191,4,-1
13510,-1,191,2,-1
13511,-1,98,-1,-1
13512,-1,189,5,-1
13513,-1,189,7,-1
13514,-1,188,13,-1
13515,-1,189,4,-1
13516,-1,188,9,-1
13517,-1,188,4,-1
13518,-1,186,10,-1
13519,-1,189,3,-1
13520,-1,189,7,-1
13521,-1,187,20,-1
13522,-1,98,-1,-1
13523,-1,189,2,-1
13524,-1,188,10,-1
13525,-1,185,5,-1
13526,-1,186,5,-1
13527,-1,187,11,-1
13528,-1,189,11,-1
13529,-1,191,8,-1
13530,-1,187,6,-1
13531,-1,188,13,-1
13532,-1,189,17,-1
